pokemon,format,played,won,lost,moves,win_rate,usage,Pdex,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
Flittle,[Gen 9] OU,147,53,94,"[('Calm Mind', 80), ('Confuse Ray', 3), ('Disarming Voice', 3), ('Foul Play', 2), ('Light Screen', 5), ('Mud-Slap', 3), ('Pounce', 1), ('Protect', 77), ('Psychic', 1), ('Quick Attack', 1), ('Reflect', 1), ('Roost', 19), ('Skill Swap', 24), ('Stored Power', 48), ('Substitute', 17), ('Tera Blast', 11), ('Trick', 3), ('Trick Room', 3), ('U-Turn', 8)]",36.054421768707485,0.011431628750468542,955,Psychic,,255.0,30.0,35.0,30.0,55.0,30.0,75.0
Floatzel,[Gen 4] NU,382,203,206,"[('Aqua Jet', 27), ('Aqua Tail', 4), ('Baton Pass', 102), ('Brick Break', 5), ('Bulk Up', 53), ('Crunch', 57), ('Focus Blast', 1), ('Hidden Power', 9), ('Ice Beam', 22), ('Ice Punch', 54), ('Iron Tail', 1), ('Low Kick', 4), ('Pursuit', 6), ('Rain Dance', 6), ('Return', 10), ('Substitute', 51), ('Surf', 44), ('Taunt', 84), ('Toxic', 47), ('Waterfall', 227)]",49.63325183374083,18.780727630285153,419,Water,,495.0,85.0,105.0,55.0,85.0,50.0,115.0
Floatzel,[Gen 4] OU,716,276,443,"[('Agility', 8), ('Aqua Jet', 116), ('Aqua Tail', 37), ('Baton Pass', 21), ('Blizzard', 5), ('Brick Break', 42), ('Brine', 3), ('Bulk Up', 77), ('Crunch', 107), ('Dig', 4), ('Dive', 2), ('Facade', 1), ('Focus Blast', 9), ('Focus Punch', 3), ('Frustration', 1), ('Giga Impact', 1), ('Headbutt', 1), ('Hidden Power', 11), ('Hyper Beam', 1), ('Ice Beam', 44), ('Ice Fang', 17), ('Ice Punch', 143), ('Iron Tail', 2), ('Low Kick', 34), ('Protect', 7), ('Pursuit', 5), ('Rain Dance', 77), ('Razor Wind', 3), ('Return', 15), ('Roar', 3), ('Sonic Boom', 2), ('Substitute', 9), ('Surf', 63), ('Swift', 1), ('Taunt', 37), ('Toxic', 1), ('Water Pulse', 3), ('Waterfall', 297), ('Whirlpool', 3)]",38.38664812239222,0.4176899876909794,419,Water,,495.0,85.0,105.0,55.0,85.0,50.0,115.0
Floatzel,[Gen 4] UBERS,145,62,85,"[('Agility', 1), ('Aqua Jet', 24), ('Aqua Tail', 9), ('Baton Pass', 4), ('Brick Break', 8), ('Bulk Up', 17), ('Crunch', 29), ('Dive', 2), ('Focus Blast', 2), ('Hidden Power', 5), ('Ice Beam', 9), ('Ice Fang', 13), ('Ice Punch', 20), ('Low Kick', 2), ('Protect', 1), ('Pursuit', 2), ('Rain Dance', 8), ('Razor Wind', 2), ('Rest', 1), ('Return', 2), ('Rock Smash', 1), ('Substitute', 3), ('Surf', 17), ('Swift', 1), ('Taunt', 3), ('Toxic', 1), ('Waterfall', 47), ('Whirlpool', 2)]",42.17687074829932,1.0600965053370377,419,Water,,495.0,85.0,105.0,55.0,85.0,50.0,115.0
Floatzel,[Gen 4] UU,147,77,77,"[('Agility', 1), ('Aqua Jet', 12), ('Baton Pass', 38), ('Bulk Up', 6), ('Crunch', 19), ('Focus Blast', 1), ('Ice Beam', 1), ('Ice Punch', 31), ('Pursuit', 3), ('Rain Dance', 6), ('Return', 9), ('Taunt', 43), ('Waterfall', 115)]",50.0,2.0654770268371503,419,Water,,495.0,85.0,105.0,55.0,85.0,50.0,115.0
Floatzel,[Gen 9] OU,7310,3404,3939,"[('Agility', 1), ('Aqua Jet', 1044), ('Aqua Ring', 3), ('Aqua Tail', 23), ('Bite', 1), ('Blizzard', 1), ('Block', 1), ('Body Slam', 15), ('Brick Break', 123), ('Bulk Up', 203), ('Chilling Water', 1), ('Chloroblast', 1), ('Close Combat', 1), ('Crunch', 195), ('Dig', 5), ('Disarming Voice', 1), ('Double-Edge', 43), ('Endure', 3), ('Facade', 11), ('Fake Out', 1), ('Fake Tears', 1), ('Flamethrower', 1), ('Fling', 2), ('Flip Turn', 1444), ('Focus Blast', 12), ('Focus Punch', 19), ('Fury Cutter', 9), ('Giga Impact', 2), ('Harden', 1), ('Hydro Pump', 20), ('Hyper Voice', 1), ('Ice Beam', 21), ('Ice Fang', 25), ('Ice Punch', 50), ('Ice Spinner', 1254), ('Liquidation', 588), ('Low Kick', 112), ('Low Sweep', 4), ('Magma Storm', 1), ('Metronome', 3), ('Nasty Plot', 1), ('Night Daze', 1), ('Power-Up Punch', 2), ('Protect', 6), ('Quick Attack', 2), ('Rain Dance', 45), ('Roar', 7), ('Rock Tomb', 2), ('Scary Face', 1), ('Slash', 1), ('Sludge Bomb', 1), ('Soak', 4), ('Struggle', 2), ('Substitute', 12), ('Surf', 17), ('Surging Strikes', 4), ('Taunt', 17), ('Tera Blast', 60), ('Thief', 2), ('Waterfall', 150), ('Wave Crash', 4152), ('Whirlpool', 1)]",46.35707476508239,0.568470790244388,419,Water,,495.0,85.0,105.0,55.0,85.0,50.0,115.0
Floette,[Gen 9] OU,75,24,51,"[('Alluring Voice', 3), ('Calm Mind', 31), ('Chilling Water', 3), ('Dazzling Gleam', 1), ('Draining Kiss', 11), ('Endeavor', 2), ('Energy Ball', 2), ('Giga Drain', 10), ('Grassy Terrain', 2), ('Light Screen', 4), ('Moonblast', 22), ('Protect', 2), ('Psychic', 4), ('Skill Swap', 1), ('Stored Power', 4), ('Synthesis', 12), ('Tearful Look', 1), ('Trailblaze', 2), ('Trick', 1), ('Wish', 7)]",32.0,0.005832463648198235,670,Fairy,,371.0,54.0,45.0,47.0,75.0,98.0,52.0
Floette-Blue,[Gen 9] OU,11,2,9,"[('Alluring Voice', 1), ('Calm Mind', 5), ('Chilling Water', 2), ('Copycat', 1), ('Energy Ball', 1), ('Magma Storm', 1), ('Moonblast', 5), ('Protect', 1), ('Synthesis', 1), ('Tera Blast', 1), ('Wish', 3)]",18.181818181818183,0.0008554280017357412,670-blue,Fairy,,371.0,54.0,45.0,47.0,75.0,98.0,52.0
Floette-White,[Gen 9] OU,3,0,3,"[('Calm Mind', 1), ('Moonblast', 1), ('Synthesis', 1), ('Tera Blast', 1), ('Wish', 1)]",0.0,0.0002332985459279294,670-white,Fairy,,371.0,54.0,45.0,47.0,75.0,98.0,52.0
Floragato,[Gen 9] OU,198,62,136,"[('Acrobatics', 11), ('Bite', 1), ('Charm', 1), ('Endure', 2), ('Energy Ball', 3), ('Giga Drain', 3), ('Hone Claws', 5), ('Leaf Storm', 5), ('Leech Seed', 10), ('Low Kick', 10), ('Low Sweep', 1), ('Magical Leaf', 2), ('Mud-Slap', 1), ('Nasty Plot', 4), ('Petal Blizzard', 41), ('Play Rough', 37), ('Poltergeist', 1), ('Protect', 5), ('Quick Attack', 8), ('Seed Bomb', 15), ('Shadow Claw', 9), ('Struggle', 1), ('Substitute', 3), ('Sucker Punch', 61), ('Tail Whip', 1), ('Taunt', 8), ('Tera Blast', 2), ('Thunder Punch', 12), ('Trailblaze', 4), ('U-Turn', 52), ('Worry Seed', 1)]",31.313131313131315,0.015397704031243343,907,Grass,,410.0,61.0,80.0,63.0,60.0,63.0,83.0
Florges,[Gen 9] OU,4013,1863,2159,"[('Agility', 1), ('Alluring Voice', 64), ('Aqua Cutter', 1), ('Attack Order', 1), ('Bitter Malice', 9), ('Blizzard', 1), ('Body Slam', 1), ('Bug Buzz', 1), ('Calm Mind', 1440), ('Charm', 5), ('Chilling Water', 143), ('Close Combat', 1), ('Confuse Ray', 1), ('Conversion 2', 1), ('Copycat', 60), ('Cosmic Power', 1), ('Dark Pulse', 4), ('Dazzling Gleam', 11), ('Defend Order', 1), ('Draco Meteor', 1), ('Draining Kiss', 316), ('Earth Power', 1), ('Earthquake', 1), ('Endeavor', 6), ('Endure', 2), ('Energy Ball', 113), ('Fairy Wind', 1), ('Fiery Dance', 2), ('Flamethrower', 7), ('Flip Turn', 2), ('Focus Blast', 1), ('Future Sight', 3), ('Giga Drain', 273), ('Giga Impact', 2), ('Glaciate', 1), ('Grass Knot', 5), ('Grassy Terrain', 4), ('Heat Wave', 1), ('Hex', 3), ('Horn Attack', 1), ('Hydro Pump', 1), ('Hydro Steam', 4), ('Hyper Voice', 4), ('Ice Beam', 2), ('Icicle Spear', 1), ('Ivy Cudgel', 1), ('Knock Off', 3), ('Lava Plume', 1), ('Light Screen', 31), ('Magic Powder', 1), ('Metronome', 6), ('Mighty Cleave', 1), ('Misty Explosion', 2), ('Misty Terrain', 2), ('Moonblast', 2325), ('Mystical Fire', 1), ('Nasty Plot', 3), ('Nuzzle', 1), ('Petal Blizzard', 3), ('Petal Dance', 3), ('Pollen Puff', 19), ('Protect', 442), ('Psychic', 177), ('Psychic Noise', 374), ('Psyshock', 2), ('Quiver Dance', 1), ('Rain Dance', 1), ('Recover', 1), ('Rest', 4), ('Revelation Dance', 1), ('Roost', 2), ('Safeguard', 1), ('Salt Cure', 4), ('Shadow Ball', 6), ('Shell Smash', 1), ('Skill Swap', 24), ('Sludge Bomb', 2), ('Sludge Wave', 2), ('Solar Beam', 8), ('Spikes', 2), ('Spite', 1), ('Stealth Rock', 4), ('Sticky Web', 2), ('Stomping Tantrum', 1), ('Stored Power', 87), ('String Shot', 1), ('Struggle', 1), ('Substitute', 31), ('Sunny Day', 30), ('Surf', 4), ('Synthesis', 423), ('Taunt', 1), ('Tearful Look', 11), ('Tera Blast', 140), ('Thunder Wave', 1), ('Thunderbolt', 2), ('Torch Song', 1), ('Toxic', 4), ('Trailblaze', 15), ('Tri Attack', 1), ('Trick', 132), ('Trick Room', 1), ('U-Turn', 10), ('Volt Switch', 1), ('Weather Ball', 1), ('Will-O-Wisp', 4), ('Wish', 779)]",46.32023868722029,0.31207568826959353,671,Fairy,,552.0,78.0,65.0,68.0,112.0,154.0,75.0
Florges-Blue,[Gen 9] OU,803,326,478,"[('Alluring Voice', 20), ('Bitter Malice', 3), ('Body Slam', 1), ('Calm Mind', 280), ('Chilling Water', 58), ('Copycat', 2), ('Draco Meteor', 1), ('Draining Kiss', 83), ('Earthquake', 1), ('Endeavor', 1), ('Energy Ball', 31), ('Extrasensory', 2), ('Flamethrower', 3), ('Giga Drain', 76), ('Grass Knot', 4), ('Grassy Terrain', 1), ('Horn Attack', 1), ('Howl', 1), ('Leer', 1), ('Light Screen', 18), ('Lunar Blessing', 1), ('Metronome', 4), ('Misty Explosion', 2), ('Moonblast', 407), ('Moonlight', 1), ('Nasty Plot', 5), ('Nuzzle', 1), ('Poison Gas', 1), ('Pollen Puff', 1), ('Pound', 1), ('Protect', 118), ('Psychic', 39), ('Psychic Noise', 79), ('Rock Wrecker', 1), ('Round', 1), ('Safeguard', 1), ('Shadow Ball', 2), ('Shadow Claw', 1), ('Skill Swap', 1), ('Solar Beam', 2), ('Steel Roller', 1), ('Stored Power', 22), ('Struggle', 1), ('Substitute', 11), ('Sunny Day', 3), ('Synthesis', 60), ('Tera Blast', 35), ('Trailblaze', 3), ('Trick', 24), ('Wish', 171), ('Wonder Room', 1), ('Wood Hammer', 1)]",40.547263681592035,0.06244624412670911,671-blue,Fairy,,552.0,78.0,65.0,68.0,112.0,154.0,75.0
Florges-Orange,[Gen 9] OU,245,102,143,"[('Alluring Voice', 8), ('Calm Mind', 95), ('Chilling Water', 10), ('Draining Kiss', 56), ('Energy Ball', 12), ('Giga Drain', 29), ('Misty Terrain', 13), ('Moonblast', 89), ('Petal Dance', 1), ('Pollen Puff', 1), ('Protect', 20), ('Psychic', 10), ('Psychic Noise', 17), ('Skill Swap', 3), ('Solar Beam', 1), ('Stored Power', 15), ('Substitute', 2), ('Sunny Day', 2), ('Synthesis', 9), ('Tera Blast', 12), ('Trailblaze', 6), ('Trick', 4), ('Wish', 48)]",41.63265306122449,0.019052714584114235,671-orange,Fairy,,552.0,78.0,65.0,68.0,112.0,154.0,75.0
Florges-White,[Gen 9] OU,1275,532,743,"[('Alluring Voice', 29), ('Calm Mind', 429), ('Charm', 3), ('Chilling Water', 61), ('Copycat', 6), ('Dark Pulse', 1), ('Dazzling Gleam', 2), ('Dive', 1), ('Draining Kiss', 163), ('Electro Shot', 1), ('Electroweb', 1), ('Energy Ball', 40), ('Final Gambit', 1), ('Giga Drain', 139), ('Grass Knot', 2), ('Gunk Shot', 1), ('Hammer Arm', 1), ('Hone Claws', 1), ('Ice Fang', 1), ('Jaw Lock', 1), ('Knock Off', 1), ('Light Screen', 14), ('Metronome', 5), ('Misty Explosion', 1), ('Moonblast', 647), ('Moonlight', 1), ('Muddy Water', 1), ('Nasty Plot', 1), ('Night Daze', 1), ('Petal Dance', 1), ('Pollen Puff', 1), ('Power Gem', 1), ('Protect', 153), ('Psychic', 64), ('Psychic Noise', 78), ('Rapid Spin', 1), ('Safeguard', 1), ('Skill Swap', 9), ('Stored Power', 82), ('Struggle', 1), ('Substitute', 10), ('Supercell Slam', 1), ('Synthesis', 160), ('Take Heart', 1), ('Tearful Look', 3), ('Tera Blast', 54), ('Toxic', 1), ('Toxic Spikes', 1), ('Trailblaze', 3), ('Trick', 35), ('U-Turn', 1), ('Wish', 231)]",41.72549019607843,0.09915188201937002,671-white,Fairy,,552.0,78.0,65.0,68.0,112.0,154.0,75.0
Florges-Yellow,[Gen 9] OU,418,187,231,"[('Alluring Voice', 9), ('Calm Mind', 142), ('Charm', 3), ('Chilling Water', 29), ('Draining Kiss', 33), ('Energy Ball', 32), ('Giga Drain', 19), ('Grass Knot', 3), ('Misty Explosion', 1), ('Misty Terrain', 1), ('Moonblast', 249), ('Pollen Puff', 2), ('Protect', 46), ('Psychic', 12), ('Psychic Noise', 39), ('Skill Swap', 6), ('Solar Beam', 1), ('Substitute', 2), ('Synthesis', 17), ('Tearful Look', 1), ('Tera Blast', 15), ('Trick', 15), ('Wish', 126)]",44.73684210526316,0.03250626406595816,671-yellow,Fairy,,552.0,78.0,65.0,68.0,112.0,154.0,75.0
Flutter Mane,[Gen 9] OU,28,15,15,"[('Calm Mind', 4), ('Dazzling Gleam', 1), ('Moonblast', 20), ('Mystical Fire', 7), ('Psyshock', 2), ('Shadow Ball', 9), ('Substitute', 1), ('Thunderbolt', 2), ('Will-O-Wisp', 1)]",50.0,0.0021774530953273413,987,Ghost,Fairy,570.0,55.0,55.0,55.0,135.0,135.0,135.0
Flygon,[Gen 3] OU,26147,12707,14546,"[('Attract', 7), ('Bite', 7), ('Body Slam', 171), ('Crunch', 230), ('Dig', 10), ('Double-Edge', 153), ('Draco Meteor', 1), ('Dragon Breath', 188), ('Dragon Claw', 1073), ('Dragon Dance', 12), ('Earthquake', 16114), ('Endure', 56), ('Facade', 9), ('Feint Attack', 2), ('Fire Blast', 3617), ('Fire Punch', 50), ('Flamethrower', 699), ('Fly', 52), ('Focus Energy', 9), ('Frustration', 11), ('Fury Cutter', 2), ('Giga Drain', 413), ('Gust', 81), ('Hidden Power', 3525), ('Hyper Beam', 17), ('Iron Tail', 46), ('Mimic', 2), ('Mud-Slap', 3), ('Protect', 4842), ('Quick Attack', 108), ('Rest', 108), ('Return', 56), ('Rock Slide', 10003), ('Rock Smash', 3), ('Rock Tomb', 11), ('Sand Attack', 5), ('Sand Tomb', 4), ('Sandstorm', 13), ('Screech', 131), ('Secret Power', 2), ('Sleep Talk', 14), ('Solar Beam', 35), ('Spikes', 2), ('Steel Wing', 22), ('Strength', 1), ('Struggle', 28), ('Substitute', 2745), ('Sunny Day', 56), ('Swagger', 7), ('Toxic', 6746), ('U-Turn', 1)]",46.62605951638351,13.498639655964606,330,Ground,Dragon,520.0,80.0,100.0,80.0,80.0,80.0,100.0
Flygon,[Gen 3] UBERS,212,97,127,"[('Body Slam', 6), ('Crunch', 14), ('Dig', 4), ('Double-Edge', 2), ('Dragon Breath', 6), ('Dragon Claw', 27), ('Earthquake', 105), ('Feint Attack', 2), ('Fire Blast', 15), ('Flamethrower', 5), ('Fly', 12), ('Giga Drain', 9), ('Gust', 1), ('Hidden Power', 27), ('Hyper Beam', 1), ('Iron Tail', 4), ('Mud-Slap', 2), ('Protect', 21), ('Quick Attack', 5), ('Rest', 2), ('Return', 2), ('Rock Slide', 32), ('Rock Tomb', 1), ('Sand Tomb', 1), ('Screech', 1), ('Secret Power', 1), ('Sleep Talk', 2), ('Solar Beam', 4), ('Steel Wing', 1), ('Substitute', 31), ('Toxic', 34)]",43.30357142857143,2.849845409329211,330,Ground,Dragon,520.0,80.0,100.0,80.0,80.0,80.0,100.0
Flygon,[Gen 4] OU,54657,29411,31206,"[('Aerial Ace', 7), ('Air Cutter', 1), ('Bite', 1), ('Body Slam', 11), ('Crunch', 203), ('Defog', 15), ('Dig', 5), ('Double-Edge', 3), ('Draco Meteor', 5350), ('Dragon Breath', 8), ('Dragon Claw', 2116), ('Dragon Dance', 2), ('Dragon Pulse', 57), ('Earth Power', 199), ('Earthquake', 23709), ('Endure', 1), ('Facade', 2), ('Fire Blast', 4227), ('Fire Punch', 1489), ('Flamethrower', 228), ('Fly', 8), ('Frustration', 1), ('Giga Drain', 36), ('Giga Impact', 2), ('Heat Wave', 27), ('Hidden Power', 62), ('Hyper Beam', 3), ('Iron Tail', 2), ('Ominous Wind', 1), ('Outrage', 19931), ('Protect', 31), ('Quick Attack', 8), ('Rest', 1), ('Return', 1), ('Rock Slide', 90), ('Rock Smash', 1), ('Rock Tomb', 8), ('Roost', 1579), ('Sand Attack', 1), ('Sand Tomb', 2), ('Sandstorm', 2), ('Screech', 37), ('Sleep Talk', 14), ('Solar Beam', 13), ('Steel Wing', 5), ('Stone Edge', 2400), ('Strength', 1), ('Struggle', 85), ('Substitute', 156), ('Sunny Day', 11), ('Supersonic', 1), ('Swagger', 1), ('Tailwind', 29), ('Thunder Punch', 2961), ('Toxic', 434), ('U-Turn', 28165)]",48.51939224969893,31.885030247522156,330,Ground,Dragon,520.0,80.0,100.0,80.0,80.0,80.0,100.0
Flygon,[Gen 4] UBERS,709,382,379,"[('Crunch', 93), ('Double-Edge', 1), ('Draco Meteor', 24), ('Dragon Claw', 182), ('Dragon Pulse', 2), ('Earth Power', 5), ('Earthquake', 380), ('Fire Blast', 23), ('Fire Punch', 73), ('Flamethrower', 2), ('Fly', 1), ('Focus Energy', 1), ('Giga Drain', 10), ('Hidden Power', 3), ('Iron Tail', 1), ('Outrage', 73), ('Protect', 4), ('Quick Attack', 16), ('Rest', 6), ('Rock Slide', 48), ('Rock Tomb', 1), ('Roost', 12), ('Sand Attack', 4), ('Screech', 1), ('Sleep Talk', 5), ('Solar Beam', 1), ('Steel Wing', 1), ('Stone Edge', 3), ('Substitute', 29), ('Sunny Day', 1), ('Thunder Punch', 17), ('Toxic', 18), ('U-Turn', 126)]",50.19710906701709,5.183506360579032,330,Ground,Dragon,520.0,80.0,100.0,80.0,80.0,80.0,100.0
Flygon,[Gen 9] OU,10624,4102,6553,"[('Aerial Ace', 11), ('Agility', 45), ('Air Slash', 22), ('Alluring Voice', 74), ('Bitter Malice', 5), ('Body Slam', 12), ('Boomburst', 245), ('Breaking Swipe', 16), ('Bug Buzz', 55), ('Bulldoze', 4), ('Calm Mind', 1), ('Crunch', 40), ('Curse', 1), ('Dark Pulse', 1), ('Dig', 5), ('Double-Edge', 3), ('Draco Barrage', 2), ('Draco Meteor', 373), ('Dragon Breath', 22), ('Dragon Claw', 731), ('Dragon Dance', 3072), ('Dragon Pulse', 55), ('Dragon Rush', 43), ('Dragon Tail', 100), ('Dual Wingbeat', 50), ('Earth Power', 460), ('Earthquake', 4948), ('Endure', 3), ('Facade', 4), ('Fire Blast', 118), ('Fire Punch', 252), ('Fire Spin', 17), ('First Impression', 625), ('Flail', 2), ('Flamethrower', 201), ('Fly', 8), ('Fury Cutter', 5), ('Giga Drain', 31), ('Heat Wave', 5), ('Hyper Voice', 8), ('Knock Off', 2), ('Mud-Slap', 5), ('Nasty Plot', 1), ('Night Daze', 2), ('Outrage', 548), ('Protect', 32), ('Psychic', 1), ('Psychic Noise', 27), ('Quick Attack', 40), ('Rest', 7), ('Rock Slide', 57), ('Rock Tomb', 7), ('Sand Tomb', 14), ('Sandsear Storm', 2), ('Sandstorm', 7), ('Scale Shot', 1500), ('Scorching Sands', 64), ('Shadow Ball', 11), ('Sludge Bomb', 1), ('Solar Beam', 7), ('Stealth Rock', 424), ('Stone Edge', 160), ('Struggle', 7), ('Struggle Bug', 1), ('Substitute', 426), ('Sunny Day', 6), ('Superpower', 40), ('Tailwind', 31), ('Taunt', 1), ('Tera Blast', 410), ('Throat Chop', 582), ('Thunder Punch', 201), ('Trick', 1), ('U-Turn', 1082), ('Vacuum Wave', 18)]",38.49835757860159,0.8261879173127741,330,Ground,Dragon,520.0,80.0,100.0,80.0,80.0,80.0,100.0
Fomantis,[Gen 9] OU,26,8,19,"[('Defog', 1), ('Fury Cutter', 1), ('Leaf Storm', 8), ('Leafage', 1), ('Petal Blizzard', 1), ('Protect', 1), ('Superpower', 9), ('Swords Dance', 1), ('Synthesis', 1)]",29.629629629629626,0.002021920731375388,753,Grass,,250.0,40.0,55.0,35.0,50.0,35.0,35.0
Foongus,[Gen 9] OU,88,44,44,"[('Clear Smog', 13), ('Defense Curl', 1), ('Energy Ball', 2), ('Foul Play', 17), ('Giga Drain', 26), ('Ingrain', 1), ('Leaf Storm', 2), ('Protect', 9), ('Rollout', 1), ('Sludge Bomb', 24), ('Spore', 4), ('Stun Spore', 7), ('Substitute', 2), ('Sunny Day', 2), ('Synthesis', 15), ('Tera Blast', 2), ('Toxic', 34)]",50.0,0.00684342401388593,590,Grass,Poison,294.0,69.0,55.0,45.0,55.0,55.0,15.0
Forretress,[Gen 2] OU,12319,6643,6805,"[('Attract', 1), ('Bide', 1), ('Body Slam', 1), ('Curse', 72), ('Defense Curl', 44), ('Double-Edge', 62), ('Explosion', 3870), ('Flail', 1), ('Frustration', 8), ('Giga Drain', 1359), ('Headbutt', 2), ('Hidden Power', 2304), ('Hyper Beam', 7), ('Pin Missile', 14), ('Protect', 636), ('Rapid Spin', 4120), ('Reflect', 301), ('Rest', 174), ('Return', 23), ('Rock Smash', 2), ('Rollout', 12), ('Sandstorm', 57), ('Self-Destruct', 8), ('Sleep Talk', 18), ('Snore', 1), ('Solar Beam', 1), ('Spikes', 10307), ('Strength', 2), ('Substitute', 39), ('Sunny Day', 4), ('Swagger', 12), ('Swift', 1), ('Take Down', 1), ('Toxic', 4074)]",49.39767995240928,28.60559619180309,205,Bug,Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0
Forretress,[Gen 2] UBERS,959,591,557,"[('Curse', 7), ('Defense Curl', 13), ('Double-Edge', 2), ('Explosion', 347), ('Frustration', 1), ('Giga Drain', 21), ('Headbutt', 1), ('Hidden Power', 239), ('Protect', 58), ('Rapid Spin', 332), ('Reflect', 6), ('Rest', 8), ('Return', 4), ('Rollout', 5), ('Sandstorm', 2), ('Self-Destruct', 4), ('Sleep Talk', 1), ('Spikes', 790), ('Substitute', 6), ('Swagger', 6), ('Tackle', 1), ('Toxic', 329)]",51.480836236933804,39.44878650761004,205,Bug,Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0
Forretress,[Gen 3] OU,31758,15967,17360,"[('Attract', 4), ('Baton Pass', 1), ('Bide', 2), ('Body Slam', 54), ('Counter', 626), ('Curse', 1), ('Defense Curl', 2), ('Double-Edge', 18), ('Earthquake', 7249), ('Endure', 7), ('Explosion', 7962), ('Facade', 6), ('Flail', 4), ('Giga Drain', 48), ('Hidden Power', 4547), ('Hyper Beam', 1), ('Light Screen', 277), ('Meteor Mash', 1), ('Mimic', 3), ('Pin Missile', 14), ('Protect', 661), ('Rapid Spin', 7416), ('Reflect', 171), ('Refresh', 4), ('Rest', 123), ('Return', 6), ('Rock Slide', 111), ('Rollout', 7), ('Sand Tomb', 6), ('Sandstorm', 7), ('Self-Destruct', 15), ('Silver Wind', 1), ('Sleep Talk', 12), ('Solar Beam', 4), ('Spikes', 23064), ('Struggle', 10), ('Substitute', 57), ('Sunny Day', 36), ('Swagger', 6), ('Swift', 1), ('Take Down', 1), ('Thunderbolt', 1), ('Toxic', 1825), ('Twineedle', 1), ('Zap Cannon', 1710)]",47.91010291955472,16.395372248981676,205,Bug,Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0
Forretress,[Gen 3] UBERS,2484,1368,1510,"[('Body Slam', 3), ('Counter', 31), ('Earthquake', 225), ('Explosion', 844), ('Giga Drain', 6), ('Hidden Power', 547), ('Hyper Beam', 1), ('Light Screen', 15), ('Protect', 18), ('Rapid Spin', 586), ('Reflect', 8), ('Rest', 10), ('Rock Slide', 2), ('Spikes', 1754), ('Substitute', 1), ('Toxic', 176), ('Zap Cannon', 17)]",47.533009034051425,33.39158489044227,205,Bug,Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0
Forretress,[Gen 4] OU,13229,6266,7304,"[('Block', 6), ('Body Slam', 8), ('Bug Bite', 33), ('Counter', 47), ('Dig', 2), ('Double-Edge', 4), ('Earthquake', 730), ('Endure', 12), ('Explosion', 2096), ('Facade', 2), ('Flail', 2), ('Flash Cannon', 11), ('Giga Drain', 14), ('Gravity', 9), ('Gyro Ball', 1228), ('Heal Order', 1), ('Hidden Power', 17), ('Hyper Beam', 1), ('Iron Defense', 5), ('Light Screen', 74), ('Mirror Shot', 1), ('Pain Split', 105), ('Payback', 2221), ('Pin Missile', 3), ('Power Trick', 5), ('Protect', 1054), ('Rapid Spin', 5127), ('Reflect', 52), ('Rest', 72), ('Return', 1), ('Revenge', 3), ('Rock Polish', 11), ('Rock Slide', 26), ('Rollout', 1), ('Sand Tomb', 1), ('Self-Destruct', 3), ('Signal Beam', 11), ('Sleep Talk', 7), ('Spikes', 4841), ('Stealth Rock', 3535), ('Struggle', 4), ('Substitute', 12), ('Sunny Day', 13), ('Swagger', 2), ('Toxic', 360), ('Toxic Spikes', 2207), ('Zap Cannon', 43)]",46.17538688282977,7.717347551904981,205,Bug,Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0
Forretress,[Gen 4] UBERS,2318,1176,1287,"[('Body Slam', 8), ('Bug Bite', 7), ('Counter', 14), ('Earthquake', 36), ('Endure', 1), ('Explosion', 192), ('Flash Cannon', 1), ('Giga Drain', 1), ('Gyro Ball', 78), ('Hidden Power', 6), ('Iron Defense', 2), ('Light Screen', 22), ('Mirror Shot', 4), ('Pain Split', 29), ('Payback', 510), ('Protect', 236), ('Rapid Spin', 1061), ('Reflect', 3), ('Rest', 38), ('Rock Slide', 14), ('Rock Tomb', 1), ('Self-Destruct', 1), ('Signal Beam', 2), ('Sleep Talk', 4), ('Spikes', 1014), ('Stealth Rock', 160), ('Struggle', 1), ('Substitute', 3), ('Sunny Day', 1), ('Toxic', 166), ('Toxic Spikes', 964), ('Zap Cannon', 10)]",47.74665042630938,16.946922064629334,205,Bug,Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0
